session_id,user_id,session_date,session_start,session_end,session_duration_minutes,pages_visited,source_channel,day_type,day_of_week,is_weekend,hour
S0002754,U00185,2023-10-18,2023-10-18 19:39:00,2023-10-18 20:11:00,32,10,Organic,Weekday,Wednesday,0,19
S0002755,U00185,2023-11-03,2023-11-03 06:38:00,2023-11-03 06:44:00,6,16,Referral,Weekday,Friday,0,6
S0002756,U00185,2023-11-12,2023-11-12 03:31:00,2023-11-12 03:32:00,1,1,Organic,Weekend,Sunday,1,3
S0002757,U00185,2023-10-11,2023-10-11 23:13:00,2023-10-11 23:28:00,15,5,Paid,Weekday,Wednesday,0,23
S0002758,U00185,2023-10-16,2023-10-16 16:29:00,2023-10-16 16:49:00,20,1,Paid,Weekday,Monday,0,16
S0002759,U00185,2023-08-06,2023-08-06 19:38:00,2023-08-06 20:42:00,64,1,Organic,Weekend,Sunday,1,19
S0002760,U00185,2023-11-04,2023-11-04 23:42:00,2023-11-04 23:45:00,3,1,Referral,Weekend,Saturday,1,23
S0002761,U00185,2023-09-01,2023-09-01 03:29:00,2023-09-01 03:45:00,16,14,Referral,Weekday,Friday,0,3
S0002762,U00185,2023-07-29,2023-07-29 19:06:00,2023-07-29 19:27:00,21,9,Organic,Weekend,Saturday,1,19
S0002763,U00185,2023-10-06,2023-10-06 16:42:00,2023-10-06 16:43:00,1,4,Referral,Weekday,Friday,0,16
S0002764,U00185,2023-08-26,2023-08-26 00:32:00,2023-08-26 00:44:00,12,4,Referral,Weekend,Saturday,1,0
S0002765,U00185,2023-08-21,2023-08-21 08:55:00,2023-08-21 08:56:00,1,6,Referral,Weekday,Monday,0,8
S0002766,U00185,2023-10-03,2023-10-03 04:05:00,2023-10-03 04:18:00,13,8,Referral,Weekday,Tuesday,0,4
S0002767,U00186,2023-05-14,2023-05-14 03:51:00,2023-05-14 04:11:00,20,1,Organic,Weekend,Sunday,1,3
S0002768,U00186,2023-05-11,2023-05-11 06:47:00,2023-05-11 07:28:00,41,5,Referral,Weekday,Thursday,0,6
S0002769,U00186,2023-06-04,2023-06-04 09:11:00,2023-06-04 09:14:00,3,17,Paid,Weekend,Sunday,1,9
S0002770,U00186,2023-05-31,2023-05-31 13:27:00,2023-05-31 13:41:00,14,1,Paid,Weekday,Wednesday,0,13
S0002771,U00186,2023-05-18,2023-05-18 11:09:00,2023-05-18 11:28:00,19,2,Organic,Weekday,Thursday,0,11
S0002772,U00186,2023-08-06,2023-08-06 05:55:00,2023-08-06 06:27:00,32,9,Paid,Weekend,Sunday,1,5
S0002773,U00186,2023-07-04,2023-07-04 17:54:00,2023-07-04 19:11:00,77,4,Paid,Weekday,Tuesday,0,17
S0002774,U00186,2023-08-21,2023-08-21 10:49:00,2023-08-21 11:01:00,12,8,Paid,Weekday,Monday,0,10
S0002775,U00186,2023-08-21,2023-08-21 05:06:00,2023-08-21 05:08:00,2,4,Organic,Weekday,Monday,0,5
S0002776,U00186,2023-06-10,2023-06-10 02:58:00,2023-06-10 03:13:00,15,1,Paid,Weekend,Saturday,1,2
S0002777,U00186,2023-06-23,2023-06-23 21:00:00,2023-06-23 21:10:00,10,10,Referral,Weekday,Friday,0,21
S0002778,U00186,2023-07-19,2023-07-19 17:52:00,2023-07-19 18:30:00,38,1,Referral,Weekday,Wednesday,0,17
S0002780,U00186,2023-05-21,2023-05-21 08:01:00,2023-05-21 08:42:00,41,1,Paid,Weekend,Sunday,1,8
S0002781,U00186,2023-06-25,2023-06-25 05:33:00,2023-06-25 05:58:00,25,1,Referral,Weekend,Sunday,1,5
S0002782,U00187,2023-04-16,2023-04-16 14:36:00,2023-04-16 15:07:00,31,2,Referral,Weekend,Sunday,1,14
S0002783,U00187,2023-03-08,2023-03-08 14:10:00,2023-03-08 14:30:00,20,2,Paid,Weekday,Wednesday,0,14
S0002784,U00187,2023-02-07,2023-02-07 10:11:00,2023-02-07 10:36:00,25,11,Referral,Weekday,Tuesday,0,10
S0002785,U00187,2023-02-15,2023-02-15 17:24:00,2023-02-15 17:26:00,2,11,Referral,Weekday,Wednesday,0,17
S0002786,U00187,2023-02-07,2023-02-07 18:28:00,2023-02-07 18:46:00,18,1,Paid,Weekday,Tuesday,0,18
S0002787,U00187,2023-02-18,2023-02-18 10:49:00,2023-02-18 11:00:00,11,1,Paid,Weekend,Saturday,1,10
S0002788,U00187,2023-01-25,2023-01-25 17:08:00,2023-01-25 17:32:00,24,8,Organic,Weekday,Wednesday,0,17
S0002789,U00187,2023-01-13,2023-01-13 23:39:00,2023-01-13 23:41:00,2,4,Organic,Weekday,Friday,0,23
S0002790,U00187,2023-05-02,2023-05-02 00:12:00,2023-05-02 00:45:00,33,14,Paid,Weekday,Tuesday,0,0
S0002791,U00187,2023-02-19,2023-02-19 21:49:00,2023-02-19 22:03:00,14,16,Organic,Weekend,Sunday,1,21
S0002792,U00187,2023-01-12,2023-01-12 08:04:00,2023-01-12 08:19:00,15,3,Organic,Weekday,Thursday,0,8
S0002793,U00187,2023-04-15,2023-04-15 11:07:00,2023-04-15 11:44:00,37,4,Organic,Weekend,Saturday,1,11
S0002794,U00187,2023-02-13,2023-02-13 11:36:00,2023-02-13 11:48:00,12,4,Referral,Weekday,Monday,0,11
S0002795,U00187,2023-03-25,2023-03-25 14:31:00,2023-03-25 15:08:00,37,9,Organic,Weekend,Saturday,1,14
S0002796,U00187,2023-02-08,2023-02-08 10:21:00,2023-02-08 10:31:00,10,3,Referral,Weekday,Wednesday,0,10
S0002797,U00187,2023-02-21,2023-02-21 13:10:00,2023-02-21 13:23:00,13,5,Paid,Weekday,Tuesday,0,13
S0002798,U00188,2023-05-11,2023-05-11 17:03:00,2023-05-11 17:16:00,13,3,Organic,Weekday,Thursday,0,17
S0002799,U00188,2023-06-16,2023-06-16 15:19:00,2023-06-16 15:21:00,2,2,Referral,Weekday,Friday,0,15
S0002800,U00188,2023-05-30,2023-05-30 21:57:00,2023-05-30 22:56:00,59,2,Organic,Weekday,Tuesday,0,21
S0002801,U00188,2023-06-08,2023-06-08 17:35:00,2023-06-08 17:38:00,3,4,Paid,Weekday,Thursday,0,17
S0002802,U00188,2023-05-29,2023-05-29 07:08:00,2023-05-29 07:15:00,7,1,Organic,Weekday,Monday,0,7
S0002803,U00188,2023-08-04,2023-08-04 05:54:00,2023-08-04 06:01:00,7,4,Organic,Weekday,Friday,0,5
S0002804,U00188,2023-07-26,2023-07-26 04:33:00,2023-07-26 04:49:00,16,3,Organic,Weekday,Wednesday,0,4
S0002805,U00188,2023-07-09,2023-07-09 04:53:00,2023-07-09 05:04:00,11,17,Referral,Weekend,Sunday,1,4
S0002806,U00188,2023-06-01,2023-06-01 21:18:00,2023-06-01 21:27:00,9,2,Organic,Weekday,Thursday,0,21
S0002807,U00188,2023-08-14,2023-08-14 03:04:00,2023-08-14 03:09:00,5,4,Paid,Weekday,Monday,0,3
S0002808,U00188,2023-05-13,2023-05-13 06:57:00,2023-05-13 07:25:00,28,2,Organic,Weekend,Saturday,1,6
S0002809,U00188,2023-06-30,2023-06-30 05:38:00,2023-06-30 06:02:00,24,1,Referral,Weekday,Friday,0,5
S0002810,U00189,2023-10-04,2023-10-04 22:42:00,2023-10-04 22:50:00,8,5,Paid,Weekday,Wednesday,0,22
S0002811,U00189,2023-11-23,2023-11-23 15:50:00,2023-11-23 15:54:00,4,7,Paid,Weekday,Thursday,0,15
S0002812,U00189,2023-12-03,2023-12-03 21:25:00,2023-12-03 21:26:00,1,10,Organic,Weekend,Sunday,1,21
S0002813,U00189,2024-01-11,2024-01-11 19:29:00,2024-01-11 19:33:00,4,11,Referral,Weekday,Thursday,0,19
S0002814,U00189,2023-10-04,2023-10-04 17:26:00,2023-10-04 17:34:00,8,7,Referral,Weekday,Wednesday,0,17
S0002815,U00189,2023-11-20,2023-11-20 13:03:00,2023-11-20 13:10:00,7,12,Referral,Weekday,Monday,0,13
S0002816,U00189,2023-10-06,2023-10-06 13:23:00,2023-10-06 13:25:00,2,1,Referral,Weekday,Friday,0,13
S0002817,U00189,2023-11-18,2023-11-18 04:07:00,2023-11-18 04:20:00,13,1,Paid,Weekend,Saturday,1,4
S0002818,U00189,2023-12-19,2023-12-19 07:20:00,2023-12-19 07:24:00,4,15,Referral,Weekday,Tuesday,0,7
S0002819,U00189,2023-10-20,2023-10-20 19:16:00,2023-10-20 20:31:00,75,3,Organic,Weekday,Friday,0,19
S0002820,U00189,2023-11-03,2023-11-03 06:12:00,2023-11-03 07:03:00,51,4,Referral,Weekday,Friday,0,6
S0002821,U00189,2024-01-17,2024-01-17 20:59:00,2024-01-17 21:05:00,6,7,Organic,Weekday,Wednesday,0,20
S0002822,U00189,2023-10-05,2023-10-05 14:34:00,2023-10-05 14:55:00,21,23,Referral,Weekday,Thursday,0,14
S0002823,U00189,2023-10-02,2023-10-02 21:51:00,2023-10-02 21:57:00,6,6,Organic,Weekday,Monday,0,21
S0002824,U00190,2023-11-12,2023-11-12 05:41:00,2023-11-12 05:42:00,1,38,Organic,Weekend,Sunday,1,5
S0002825,U00190,2024-01-22,2024-01-22 19:42:00,2024-01-22 20:14:00,32,8,Paid,Weekday,Monday,0,19
S0002826,U00190,2023-12-23,2023-12-23 10:30:00,2023-12-23 10:44:00,14,2,Referral,Weekend,Saturday,1,10
S0002827,U00190,2024-01-03,2024-01-03 15:48:00,2024-01-03 15:51:00,3,2,Organic,Weekday,Wednesday,0,15
S0002828,U00190,2023-11-02,2023-11-02 13:25:00,2023-11-02 13:34:00,9,8,Referral,Weekday,Thursday,0,13
S0002829,U00190,2023-11-24,2023-11-24 08:54:00,2023-11-24 09:09:00,15,1,Paid,Weekday,Friday,0,8
S0002830,U00190,2023-12-30,2023-12-30 03:58:00,2023-12-30 03:59:00,1,1,Referral,Weekend,Saturday,1,3
S0002831,U00191,2023-10-17,2023-10-17 00:05:00,2023-10-17 00:25:00,20,9,Organic,Weekday,Tuesday,0,0
S0002832,U00191,2023-09-11,2023-09-11 01:53:00,2023-09-11 02:05:00,12,3,Referral,Weekday,Monday,0,1
S0002833,U00191,2023-10-20,2023-10-20 17:59:00,2023-10-20 18:01:00,2,11,Organic,Weekday,Friday,0,17
S0002834,U00191,2023-10-23,2023-10-23 11:09:00,2023-10-23 11:39:00,30,1,Referral,Weekday,Monday,0,11
S0002835,U00191,2023-09-22,2023-09-22 04:27:00,2023-09-22 04:41:00,14,4,Organic,Weekday,Friday,0,4
S0002836,U00191,2023-09-08,2023-09-08 12:26:00,2023-09-08 12:45:00,19,15,Organic,Weekday,Friday,0,12
S0002837,U00191,2023-10-31,2023-10-31 06:25:00,2023-10-31 06:42:00,17,4,Paid,Weekday,Tuesday,0,6
S0002838,U00191,2023-11-27,2023-11-27 18:55:00,2023-11-27 18:56:00,1,1,Referral,Weekday,Monday,0,18
S0002839,U00191,2023-12-13,2023-12-13 15:53:00,2023-12-13 15:57:00,4,1,Referral,Weekday,Wednesday,0,15
S0002840,U00191,2023-10-17,2023-10-17 11:55:00,2023-10-17 12:22:00,27,7,Referral,Weekday,Tuesday,0,11
S0002841,U00191,2023-11-20,2023-11-20 12:42:00,2023-11-20 12:44:00,2,10,Organic,Weekday,Monday,0,12
S0002842,U00191,2023-11-11,2023-11-11 18:15:00,2023-11-11 18:18:00,3,2,Organic,Weekend,Saturday,1,18
S0002843,U00191,2023-09-16,2023-09-16 00:35:00,2023-09-16 00:40:00,5,3,Paid,Weekend,Saturday,1,0
S0002844,U00191,2023-11-12,2023-11-12 02:47:00,2023-11-12 02:52:00,5,4,Referral,Weekend,Sunday,1,2
S0002845,U00192,2023-11-09,2023-11-09 03:44:00,2023-11-09 03:45:00,1,5,Organic,Weekday,Thursday,0,3
S0002846,U00192,2023-10-25,2023-10-25 19:28:00,2023-10-25 19:29:00,1,10,Organic,Weekday,Wednesday,0,19
S0002847,U00192,2024-01-06,2024-01-06 05:05:00,2024-01-06 05:19:00,14,4,Referral,Weekend,Saturday,1,5
S0002848,U00192,2024-01-27,2024-01-27 20:01:00,2024-01-27 20:17:00,16,1,Organic,Weekend,Saturday,1,20
S0002849,U00192,2023-11-06,2023-11-06 06:47:00,2023-11-06 06:51:00,4,2,Referral,Weekday,Monday,0,6
S0002850,U00192,2023-12-03,2023-12-03 06:34:00,2023-12-03 06:52:00,18,2,Organic,Weekend,Sunday,1,6
S0002851,U00192,2023-12-11,2023-12-11 14:11:00,2023-12-11 14:13:00,2,18,Referral,Weekday,Monday,0,14
S0002852,U00193,2023-08-26,2023-08-26 17:03:00,2023-08-26 17:05:00,2,1,Organic,Weekend,Saturday,1,17
S0002853,U00193,2023-08-01,2023-08-01 01:39:00,2023-08-01 02:02:00,23,6,Organic,Weekday,Tuesday,0,1
S0002854,U00193,2023-07-08,2023-07-08 05:22:00,2023-07-08 05:52:00,30,14,Referral,Weekend,Saturday,1,5
S0002855,U00193,2023-08-09,2023-08-09 13:59:00,2023-08-09 14:22:00,23,1,Organic,Weekday,Wednesday,0,13
S0002856,U00193,2023-06-26,2023-06-26 20:40:00,2023-06-26 20:45:00,5,10,Organic,Weekday,Monday,0,20
S0002857,U00193,2023-06-26,2023-06-26 13:03:00,2023-06-26 13:07:00,4,1,Organic,Weekday,Monday,0,13
S0002858,U00193,2023-06-17,2023-06-17 04:07:00,2023-06-17 04:31:00,24,3,Organic,Weekend,Saturday,1,4
S0002859,U00193,2023-09-12,2023-09-12 11:42:00,2023-09-12 12:32:00,50,6,Paid,Weekday,Tuesday,0,11
S0002860,U00193,2023-10-09,2023-10-09 08:29:00,2023-10-09 08:30:00,1,15,Referral,Weekday,Monday,0,8
S0002861,U00193,2023-07-09,2023-07-09 01:15:00,2023-07-09 01:20:00,5,3,Paid,Weekend,Sunday,1,1
S0002862,U00193,2023-07-25,2023-07-25 07:06:00,2023-07-25 07:16:00,10,1,Paid,Weekday,Tuesday,0,7
S0002863,U00193,2023-09-03,2023-09-03 22:42:00,2023-09-03 22:55:00,13,1,Organic,Weekend,Sunday,1,22
S0002864,U00193,2023-07-01,2023-07-01 09:37:00,2023-07-01 09:47:00,10,3,Organic,Weekend,Saturday,1,9
S0002865,U00193,2023-09-21,2023-09-21 19:03:00,2023-09-21 19:32:00,29,9,Organic,Weekday,Thursday,0,19
S0002866,U00193,2023-10-08,2023-10-08 11:30:00,2023-10-08 11:33:00,3,3,Paid,Weekend,Sunday,1,11
S0002867,U00193,2023-06-29,2023-06-29 05:07:00,2023-06-29 05:16:00,9,1,Organic,Weekday,Thursday,0,5
S0002868,U00193,2023-09-27,2023-09-27 20:11:00,2023-09-27 20:43:00,32,7,Paid,Weekday,Wednesday,0,20
S0002869,U00193,2023-09-12,2023-09-12 12:59:00,2023-09-12 13:03:00,4,3,Referral,Weekday,Tuesday,0,12
S0002870,U00193,2023-09-14,2023-09-14 22:21:00,2023-09-14 23:01:00,40,5,Referral,Weekday,Thursday,0,22
S0002871,U00194,2023-12-10,2023-12-10 19:25:00,2023-12-10 19:42:00,17,13,Referral,Weekend,Sunday,1,19
S0002872,U00194,2023-11-29,2023-11-29 16:56:00,2023-11-29 17:12:00,16,1,Organic,Weekday,Wednesday,0,16
S0002873,U00194,2023-11-13,2023-11-13 04:02:00,2023-11-13 04:11:00,9,10,Paid,Weekday,Monday,0,4
S0002874,U00194,2023-11-25,2023-11-25 11:08:00,2023-11-25 11:28:00,20,6,Organic,Weekend,Saturday,1,11
S0002875,U00194,2023-10-13,2023-10-13 00:55:00,2023-10-13 01:35:00,40,12,Referral,Weekday,Friday,0,0
S0002876,U00194,2023-12-24,2023-12-24 05:19:00,2023-12-24 06:09:00,50,1,Organic,Weekend,Sunday,1,5
S0002877,U00194,2023-11-09,2023-11-09 04:12:00,2023-11-09 04:27:00,15,7,Organic,Weekday,Thursday,0,4
S0002878,U00194,2023-11-26,2023-11-26 16:53:00,2023-11-26 17:21:00,28,5,Referral,Weekend,Sunday,1,16
S0002879,U00194,2023-09-23,2023-09-23 15:07:00,2023-09-23 15:10:00,3,8,Paid,Weekend,Saturday,1,15
S0002880,U00194,2023-11-09,2023-11-09 20:09:00,2023-11-09 20:34:00,25,1,Organic,Weekday,Thursday,0,20
S0002881,U00194,2024-01-04,2024-01-04 09:36:00,2024-01-04 09:48:00,12,1,Organic,Weekday,Thursday,0,9
S0002882,U00194,2023-10-29,2023-10-29 10:54:00,2023-10-29 11:02:00,8,1,Referral,Weekend,Sunday,1,10
S0002883,U00194,2023-12-05,2023-12-05 21:54:00,2023-12-06 01:14:00,200,4,Paid,Weekday,Tuesday,0,21
S0002885,U00194,2024-01-10,2024-01-10 13:50:00,2024-01-10 14:26:00,36,2,Referral,Weekday,Wednesday,0,13
S0002886,U00194,2023-11-12,2023-11-12 12:34:00,2023-11-12 12:36:00,2,10,Referral,Weekend,Sunday,1,12
S0002887,U00194,2023-09-24,2023-09-24 12:39:00,2023-09-24 12:42:00,3,19,Paid,Weekend,Sunday,1,12
S0002888,U00194,2023-11-02,2023-11-02 09:43:00,2023-11-02 10:19:00,36,4,Organic,Weekday,Thursday,0,9
S0002889,U00195,2023-09-18,2023-09-18 16:22:00,2023-09-18 16:30:00,8,14,Paid,Weekday,Monday,0,16
S0002890,U00195,2023-10-15,2023-10-15 14:49:00,2023-10-15 15:09:00,20,4,Organic,Weekend,Sunday,1,14
S0002891,U00195,2023-11-23,2023-11-23 04:02:00,2023-11-23 04:19:00,17,6,Organic,Weekday,Thursday,0,4
S0002892,U00195,2023-09-12,2023-09-12 00:54:00,2023-09-12 00:59:00,5,3,Paid,Weekday,Tuesday,0,0
S0002893,U00195,2023-10-26,2023-10-26 07:50:00,2023-10-26 08:27:00,37,2,Organic,Weekday,Thursday,0,7
S0002894,U00195,2023-10-18,2023-10-18 05:31:00,2023-10-18 06:06:00,35,5,Organic,Weekday,Wednesday,0,5
S0002895,U00195,2023-10-22,2023-10-22 03:19:00,2023-10-22 03:47:00,28,7,Paid,Weekend,Sunday,1,3
S0002896,U00195,2023-08-30,2023-08-30 05:03:00,2023-08-30 05:07:00,4,5,Organic,Weekday,Wednesday,0,5
S0002897,U00195,2023-09-29,2023-09-29 02:04:00,2023-09-29 02:44:00,40,3,Organic,Weekday,Friday,0,2
S0002898,U00195,2023-10-08,2023-10-08 15:27:00,2023-10-08 16:34:00,67,4,Referral,Weekend,Sunday,1,15
S0002899,U00195,2023-09-15,2023-09-15 11:20:00,2023-09-15 11:23:00,3,3,Paid,Weekday,Friday,0,11
S0002900,U00195,2023-10-02,2023-10-02 18:06:00,2023-10-02 19:06:00,60,2,Organic,Weekday,Monday,0,18
S0002901,U00195,2023-11-27,2023-11-27 13:40:00,2023-11-27 14:20:00,40,11,Organic,Weekday,Monday,0,13
S0002902,U00196,2023-09-03,2023-09-03 19:17:00,2023-09-03 19:42:00,25,2,Referral,Weekend,Sunday,1,19
S0002903,U00196,2023-11-26,2023-11-26 12:07:00,2023-11-26 12:37:00,30,3,Referral,Weekend,Sunday,1,12
S0002904,U00196,2023-10-03,2023-10-03 16:56:00,2023-10-03 17:09:00,13,8,Organic,Weekday,Tuesday,0,16
S0002905,U00196,2023-10-13,2023-10-13 06:47:00,2023-10-13 06:56:00,9,3,Organic,Weekday,Friday,0,6
S0002906,U00196,2023-11-17,2023-11-17 13:44:00,2023-11-17 13:53:00,9,3,Paid,Weekday,Friday,0,13
S0002907,U00196,2023-12-28,2023-12-28 08:40:00,2023-12-28 08:54:00,14,9,Paid,Weekday,Thursday,0,8
S0002908,U00196,2023-12-15,2023-12-15 05:04:00,2023-12-15 05:12:00,8,4,Referral,Weekday,Friday,0,5
S0002909,U00196,2023-10-01,2023-10-01 04:43:00,2023-10-01 05:05:00,22,2,Organic,Weekend,Sunday,1,4
S0002910,U00196,2023-09-08,2023-09-08 09:04:00,2023-09-08 09:10:00,6,14,Paid,Weekday,Friday,0,9
S0002911,U00196,2023-10-13,2023-10-13 21:23:00,2023-10-13 21:48:00,25,5,Organic,Weekday,Friday,0,21
S0002912,U00196,2023-09-07,2023-09-07 15:15:00,2023-09-07 15:35:00,20,1,Organic,Weekday,Thursday,0,15
S0002913,U00196,2023-12-26,2023-12-26 08:36:00,2023-12-26 08:55:00,19,4,Paid,Weekday,Tuesday,0,8
S0002914,U00196,2023-11-14,2023-11-14 08:03:00,2023-11-14 08:18:00,15,3,Organic,Weekday,Tuesday,0,8
S0002915,U00197,2023-08-20,2023-08-20 19:12:00,2023-08-20 20:12:00,60,3,Referral,Weekend,Sunday,1,19
S0002916,U00197,2023-08-04,2023-08-04 09:12:00,2023-08-04 09:24:00,12,1,Referral,Weekday,Friday,0,9
S0002917,U00197,2023-08-05,2023-08-05 02:14:00,2023-08-05 02:15:00,1,7,Paid,Weekend,Saturday,1,2
S0002918,U00197,2023-07-24,2023-07-24 20:46:00,2023-07-24 21:01:00,15,4,Paid,Weekday,Monday,0,20
S0002919,U00197,2023-07-28,2023-07-28 20:24:00,2023-07-28 20:29:00,5,7,Paid,Weekday,Friday,0,20
S0002920,U00197,2023-08-15,2023-08-15 20:41:00,2023-08-15 20:44:00,3,2,Organic,Weekday,Tuesday,0,20
S0002921,U00197,2023-07-28,2023-07-28 02:13:00,2023-07-28 02:25:00,12,2,Referral,Weekday,Friday,0,2
S0002922,U00197,2023-05-22,2023-05-22 14:09:00,2023-05-22 14:14:00,5,6,Paid,Weekday,Monday,0,14
S0002923,U00198,2023-09-19,2023-09-19 14:01:00,2023-09-19 14:07:00,6,20,Organic,Weekday,Tuesday,0,14
S0002924,U00198,2023-10-03,2023-10-03 16:33:00,2023-10-03 16:51:00,18,7,Paid,Weekday,Tuesday,0,16
S0002925,U00198,2023-11-18,2023-11-18 09:05:00,2023-11-18 09:06:00,1,4,Paid,Weekend,Saturday,1,9
S0002926,U00198,2023-10-31,2023-10-31 06:14:00,2023-10-31 06:15:00,1,5,Referral,Weekday,Tuesday,0,6
S0002927,U00198,2023-11-30,2023-11-30 20:10:00,2023-11-30 21:00:00,50,18,Organic,Weekday,Thursday,0,20
S0002928,U00198,2023-11-23,2023-11-23 15:13:00,2023-11-23 15:28:00,15,4,Paid,Weekday,Thursday,0,15
S0002929,U00198,2023-09-27,2023-09-27 14:42:00,2023-09-27 15:40:00,58,6,Organic,Weekday,Wednesday,0,14
S0002930,U00198,2023-09-09,2023-09-09 07:18:00,2023-09-09 07:19:00,1,4,Referral,Weekend,Saturday,1,7
S0002931,U00198,2023-12-23,2023-12-23 05:51:00,2023-12-23 05:56:00,5,4,Organic,Weekend,Saturday,1,5
S0002932,U00198,2023-11-29,2023-11-29 22:42:00,2023-11-29 22:54:00,12,5,Referral,Weekday,Wednesday,0,22
S0002933,U00198,2023-11-25,2023-11-25 08:51:00,2023-11-25 08:59:00,8,1,Referral,Weekend,Saturday,1,8
S0002934,U00198,2024-01-04,2024-01-04 02:51:00,2024-01-04 03:05:00,14,9,Referral,Weekday,Thursday,0,2
S0002935,U00198,2023-11-18,2023-11-18 17:30:00,2023-11-18 17:51:00,21,3,Referral,Weekend,Saturday,1,17
S0002936,U00198,2023-11-02,2023-11-02 05:00:00,2023-11-02 05:54:00,54,13,Paid,Weekday,Thursday,0,5
S0002937,U00199,2023-08-16,2023-08-16 18:20:00,2023-08-16 18:47:00,27,9,Paid,Weekday,Wednesday,0,18
S0002938,U00199,2023-12-10,2023-12-10 22:34:00,2023-12-10 23:42:00,68,12,Organic,Weekend,Sunday,1,22
S0002939,U00199,2023-10-22,2023-10-22 13:37:00,2023-10-22 13:55:00,18,4,Organic,Weekend,Sunday,1,13
S0002940,U00199,2023-09-03,2023-09-03 04:06:00,2023-09-03 04:07:00,1,2,Paid,Weekend,Sunday,1,4
S0002941,U00199,2023-10-19,2023-10-19 17:30:00,2023-10-19 17:42:00,12,5,Paid,Weekday,Thursday,0,17
S0002943,U00199,2023-08-21,2023-08-21 00:52:00,2023-08-21 00:58:00,6,5,Paid,Weekday,Monday,0,0
S0002944,U00199,2023-09-23,2023-09-23 16:09:00,2023-09-23 16:10:00,1,3,Organic,Weekend,Saturday,1,16
S0002945,U00199,2023-11-29,2023-11-29 06:26:00,2023-11-29 06:53:00,27,6,Referral,Weekday,Wednesday,0,6
S0002946,U00199,2023-10-04,2023-10-04 03:07:00,2023-10-04 04:40:00,93,2,Organic,Weekday,Wednesday,0,3
S0002947,U00199,2023-10-18,2023-10-18 17:03:00,2023-10-18 17:16:00,13,2,Organic,Weekday,Wednesday,0,17
S0002948,U00200,2023-08-11,2023-08-11 22:53:00,2023-08-11 23:16:00,23,11,Organic,Weekday,Friday,0,22
S0002949,U00200,2023-07-25,2023-07-25 13:23:00,2023-07-25 13:27:00,4,11,Paid,Weekday,Tuesday,0,13
S0002950,U00200,2023-08-20,2023-08-20 21:41:00,2023-08-20 21:42:00,1,11,Paid,Weekend,Sunday,1,21
S0002951,U00200,2023-06-25,2023-06-25 04:01:00,2023-06-25 04:08:00,7,2,Referral,Weekend,Sunday,1,4
S0002952,U00200,2023-07-20,2023-07-20 03:50:00,2023-07-20 04:04:00,14,15,Referral,Weekday,Thursday,0,3
S0002953,U00200,2023-08-17,2023-08-17 08:28:00,2023-08-17 08:29:00,1,3,Referral,Weekday,Thursday,0,8
S0002954,U00200,2023-08-05,2023-08-05 19:03:00,2023-08-05 19:41:00,38,3,Paid,Weekend,Saturday,1,19
S0002955,U00200,2023-06-09,2023-06-09 15:42:00,2023-06-09 15:46:00,4,3,Referral,Weekday,Friday,0,15
S0002956,U00200,2023-08-20,2023-08-20 21:53:00,2023-08-20 22:02:00,9,13,Organic,Weekend,Sunday,1,21
S0002957,U00200,2023-09-17,2023-09-17 20:38:00,2023-09-17 21:06:00,28,4,Paid,Weekend,Sunday,1,20
S0002958,U00200,2023-09-10,2023-09-10 20:48:00,2023-09-10 22:17:00,89,4,Referral,Weekend,Sunday,1,20
S0002959,U00200,2023-06-29,2023-06-29 20:52:00,2023-06-29 20:53:00,1,2,Referral,Weekday,Thursday,0,20
S0002961,U00200,2023-07-09,2023-07-09 03:29:00,2023-07-09 04:27:00,58,8,Paid,Weekend,Sunday,1,3
S0002962,U00201,2023-09-03,2023-09-03 08:17:00,2023-09-03 08:42:00,25,15,Referral,Weekend,Sunday,1,8
S0002963,U00201,2023-08-29,2023-08-29 04:16:00,2023-08-29 18:16:00,840,4,Organic,Weekday,Tuesday,0,4
S0002964,U00201,2023-07-25,2023-07-25 18:14:00,2023-07-25 18:43:00,29,5,Organic,Weekday,Tuesday,0,18
S0002965,U00201,2023-09-07,2023-09-07 01:24:00,2023-09-07 01:40:00,16,1,Paid,Weekday,Thursday,0,1
S0002966,U00201,2023-08-10,2023-08-10 16:22:00,2023-08-10 16:24:00,2,4,Referral,Weekday,Thursday,0,16
S0002967,U00201,2023-08-16,2023-08-16 20:32:00,2023-08-16 20:38:00,6,1,Referral,Weekday,Wednesday,0,20
S0002968,U00201,2023-10-05,2023-10-05 02:09:00,2023-10-05 02:34:00,25,1,Organic,Weekday,Thursday,0,2
S0002969,U00201,2023-09-04,2023-09-04 08:28:00,2023-09-04 08:46:00,18,4,Referral,Weekday,Monday,0,8
S0002970,U00201,2023-09-10,2023-09-10 05:34:00,2023-09-10 06:43:00,69,4,Referral,Weekend,Sunday,1,5
S0002971,U00201,2023-08-12,2023-08-12 03:41:00,2023-08-12 03:42:00,1,5,Paid,Weekend,Saturday,1,3
S0002972,U00201,2023-10-13,2023-10-13 00:00:00,2023-10-13 00:36:00,36,29,Organic,Weekday,Friday,0,0
S0002973,U00201,2023-10-16,2023-10-16 08:41:00,2023-10-16 08:52:00,11,2,Paid,Weekday,Monday,0,8
S0002974,U00202,2023-03-25,2023-03-25 23:54:00,2023-03-26 00:13:00,19,3,Paid,Weekend,Saturday,1,23
