user_id,signup_month,last_active_date,last_active_missing,total_sessions,active_months,has_sessions,churned,churn_date,customer_lifetime_days
U00360,2023-01-01,2023-05-22 00:16:00,0,15,5,1,0,,141
U00361,2023-08-01,2023-12-18 10:12:00,0,7,4,1,1,2023-12-07,139
U00362,2023-03-01,2023-07-14 09:24:00,0,15,4,1,0,,135
U00363,2023-03-01,2023-06-24 03:50:00,0,13,4,1,0,,115
U00364,2023-06-01,2023-09-25 08:57:00,0,20,4,1,0,,116
U00365,2023-02-01,2023-06-17 10:34:00,0,19,5,1,0,,136
U00366,2023-01-01,2023-04-26 11:41:00,0,20,4,1,0,,115
U00367,2023-03-01,2023-07-14 03:19:00,0,9,4,1,0,,135
U00368,2023-05-01,2023-09-03 12:45:00,0,20,5,1,0,,125
U00369,2023-07-01,2023-11-08 02:52:00,0,12,4,1,0,,130
U00370,2023-10-01,2024-01-18 01:28:00,0,15,4,1,1,2023-10-29,109
U00371,2023-09-01,2023-12-30 12:17:00,0,13,4,1,1,2023-11-02,120
U00372,2023-02-01,2023-05-29 15:34:00,0,9,4,1,0,,117
U00373,2023-05-01,2023-09-18 00:56:00,0,24,5,1,0,,140
U00374,2023-02-01,2023-06-09 16:41:00,0,15,5,1,0,,128
U00375,2023-02-01,2023-05-26 22:39:00,0,11,3,1,0,,114
U00376,2023-06-01,2023-09-28 06:15:00,0,12,4,1,1,2023-08-26,119
U00377,2023-06-01,2023-10-12 18:13:00,0,10,5,1,0,,133
U00378,2023-07-01,2023-10-13 07:36:00,0,12,4,1,0,,104
U00379,2023-03-01,2023-07-04 22:00:00,0,12,5,1,1,2023-07-06,125
U00380,2023-07-01,2023-11-16 17:01:00,0,18,4,1,0,,138
U00381,2023-04-01,2023-07-25 11:47:00,0,16,4,1,0,,115
U00382,2023-02-01,2023-05-18 19:00:00,0,12,3,1,0,,106
U00383,2023-05-01,2023-08-17 13:43:00,0,13,3,1,0,,108
U00384,2023-03-01,2023-06-30 07:07:00,0,16,4,1,1,2023-05-29,121
U00385,2023-05-01,2023-08-27 21:28:00,0,15,4,1,0,,118
U00386,2023-01-01,2023-05-02 08:59:00,0,20,5,1,0,,121
U00387,2023-10-01,2024-01-18 12:04:00,0,16,4,1,0,,109
U00388,2023-08-01,2023-12-07 22:10:00,0,9,5,1,0,,128
U00389,2023-06-01,2023-10-01 05:31:00,0,10,3,1,1,2023-09-14,122
U00390,2023-05-01,2023-09-03 20:47:00,0,16,5,1,0,,125
U00391,2023-04-01,2023-08-03 19:08:00,0,14,5,1,0,,124
U00392,2023-02-01,2023-06-23 06:21:00,0,23,4,1,0,,142
U00393,2023-10-01,2024-01-17 05:41:00,0,8,4,1,0,,108
U00394,2023-06-01,2023-09-27 15:33:00,0,16,4,1,1,2023-07-18,118
U00395,2023-07-01,2023-11-07 19:07:00,0,16,5,1,0,,129
U00396,2023-10-01,2024-01-26 18:51:00,0,12,4,1,1,2024-01-03,117
U00397,2023-09-01,2024-01-04 07:30:00,0,14,5,1,1,2024-01-04,125
U00398,2023-06-01,2023-10-21 20:17:00,0,22,4,1,1,2023-09-14,142
U00399,2023-04-01,2023-08-01 21:55:00,0,13,5,1,0,,122
U00400,2023-03-01,2023-06-23 23:26:00,0,19,4,1,0,,114
U00401,2023-01-01,2023-05-20 12:18:00,0,11,5,1,0,,139
U00402,2023-01-01,2023-05-15 02:17:00,0,15,5,1,1,2023-03-10,134
U00403,2023-03-01,2023-06-23 23:40:00,0,23,4,1,0,,114
U00404,2023-06-01,2023-10-09 04:12:00,0,20,5,1,0,,130
U00405,2023-04-01,2023-07-23 20:35:00,0,10,4,1,0,,113
U00406,2023-07-01,2023-10-26 15:09:00,0,24,4,1,0,,117
U00407,2023-05-01,2023-09-14 18:42:00,0,16,5,1,1,2023-06-29,136
U00408,2023-09-01,2023-12-31 04:38:00,0,16,4,1,0,,121
U00409,2023-06-01,2023-10-07 20:56:00,0,12,4,1,0,,128
U00410,2023-02-01,2023-06-01 05:20:00,0,17,5,1,1,2023-04-10,120
U00411,2023-07-01,2023-11-14 15:38:00,0,13,4,1,0,,136
U00412,2023-02-01,2023-06-16 01:36:00,0,14,4,1,0,,135
U00413,2023-05-01,2023-09-11 13:00:00,0,20,4,1,0,,133
U00414,2023-08-01,2023-12-15 08:37:00,0,13,5,1,0,,136
U00415,2023-05-01,2023-08-13 06:57:00,0,12,4,1,0,,104
U00416,2023-07-01,2023-11-05 23:44:00,0,28,5,1,0,,127
U00417,2023-04-01,2023-08-24 18:29:00,0,12,4,1,1,2023-08-18,145
U00418,2023-10-01,2024-02-02 06:46:00,0,11,4,1,0,,124
U00419,2023-04-01,2023-08-18 08:48:00,0,10,4,1,0,,139
U00420,2023-08-01,2023-12-24 19:49:00,0,14,5,1,1,2023-12-19,145
U00421,2023-07-01,2023-11-19 02:16:00,0,14,5,1,1,2023-11-03,141
U00422,2023-01-01,2023-05-23 00:04:00,0,13,5,1,0,,142
U00423,2023-09-01,2023-12-26 16:54:00,0,19,4,1,1,2023-10-26,116
U00424,2023-05-01,2023-08-19 13:58:00,0,11,4,1,0,,110
U00425,2023-07-01,2023-11-04 01:22:00,0,12,4,1,1,2023-08-09,126
U00426,2023-10-01,2024-01-31 01:09:00,0,13,3,1,0,,122
U00427,2023-03-01,2023-06-25 23:27:00,0,17,4,1,0,,116
U00428,2023-02-01,2023-06-09 16:01:00,0,10,5,1,1,2023-05-02,128
U00429,2023-07-01,2023-11-25 06:57:00,0,12,5,1,1,2023-10-04,147
U00430,2023-07-01,2023-10-15 11:06:00,0,15,4,1,0,,106
U00431,2023-08-01,2023-12-10 19:53:00,0,17,5,1,1,2023-11-08,131
U00432,2023-02-01,2023-06-16 12:28:00,0,19,5,1,0,,135
U00433,2023-07-01,2023-10-26 14:08:00,0,12,4,1,0,,117
U00434,2023-05-01,2023-09-19 23:31:00,0,16,5,1,1,2023-06-08,141
U00435,2023-08-01,2023-12-19 15:35:00,0,16,5,1,0,,140
U00436,2023-04-01,2023-08-15 16:34:00,0,18,5,1,1,2023-05-27,136
U00437,2023-01-01,2023-05-16 23:15:00,0,14,4,1,1,2023-02-25,135
U00438,2023-03-01,2023-06-30 13:18:00,0,20,4,1,1,2023-06-29,121
U00439,2023-02-01,2023-06-04 04:27:00,0,14,5,1,0,,123
U00440,2023-10-01,2024-02-02 15:01:00,0,9,4,1,0,,124
U00441,2023-06-01,2023-09-26 16:46:00,0,20,4,1,0,,117
U00442,2023-01-01,2023-04-27 16:25:00,0,12,4,1,1,2023-03-01,116
U00443,2023-03-01,2023-07-02 12:23:00,0,8,5,1,1,2023-05-11,123
U00444,2023-03-01,2023-07-03 11:25:00,0,12,4,1,0,,124
U00445,2023-01-01,2023-05-12 13:28:00,0,19,5,1,0,,131
U00446,2023-07-01,2023-10-27 08:28:00,0,20,4,1,0,,118
U00447,2023-06-01,2023-10-01 21:53:00,0,11,5,1,0,,122
U00448,2023-05-01,2023-09-11 05:34:00,0,15,5,1,0,,133
U00449,2023-08-01,2023-11-25 06:58:00,0,16,4,1,1,2023-11-15,116
U00450,2023-02-01,2023-05-15 07:10:00,0,14,4,1,1,2023-04-04,103
U00451,2023-07-01,2023-11-01 05:45:00,0,17,5,1,0,,123
U00452,2023-02-01,2023-06-02 00:15:00,0,19,4,1,0,,121
U00453,2023-04-01,2023-08-16 04:09:00,0,24,4,1,0,,137
U00454,2023-09-01,2024-01-19 12:41:00,0,20,5,1,0,,140
U00455,2023-01-01,2023-05-12 06:20:00,0,19,5,1,1,2023-04-15,131
U00456,2023-07-01,2023-11-17 23:23:00,0,14,4,1,0,,139
U00457,2023-02-01,2023-06-23 23:21:00,0,14,4,1,0,,142
U00458,2023-08-01,2023-12-04 07:14:00,0,14,4,1,0,,125
U00459,2023-06-01,2023-10-11 12:34:00,0,18,5,1,0,,132
U00460,2023-02-01,2023-05-30 13:41:00,0,16,4,1,0,,118
U00461,2023-10-01,2024-02-13 22:40:00,0,23,4,1,1,2024-01-28,135
U00462,2023-06-01,2023-10-10 11:02:00,0,20,5,1,0,,131
U00463,2023-09-01,2024-01-25 19:28:00,0,16,4,1,0,,146
U00464,2023-09-01,2023-12-07 23:24:00,0,7,4,1,0,,97
U00465,2023-02-01,2023-06-14 03:14:00,0,18,4,1,0,,133
U00466,2023-10-01,2024-02-03 14:33:00,0,18,5,1,0,,125
U00467,2023-08-01,2023-12-15 01:21:00,0,20,5,1,0,,136
U00468,2023-06-01,2023-10-21 11:26:00,0,19,4,1,0,,142
U00469,2023-08-01,2023-11-29 19:52:00,0,21,4,1,0,,120
U00470,2023-08-01,2023-11-18 10:53:00,0,17,4,1,0,,109
U00471,2023-05-01,2023-09-08 00:47:00,0,18,5,1,0,,130
U00472,2023-08-01,2023-12-21 17:04:00,0,10,4,1,0,,142
U00473,2023-02-01,2023-05-27 23:18:00,0,16,4,1,0,,115
U00474,2023-02-01,2023-06-15 04:29:00,0,15,4,1,0,,134
U00475,2023-10-01,2024-02-09 03:33:00,0,18,5,1,0,,131
U00476,2023-10-01,2024-02-10 13:17:00,0,18,5,1,0,,132
U00477,2023-03-01,2023-06-28 07:49:00,0,10,4,1,1,2023-06-22,119
U00478,2023-08-01,2023-12-03 02:55:00,0,16,5,1,0,,124
U00479,2023-06-01,2023-09-27 00:06:00,0,11,3,1,1,2023-07-03,118
U00480,2023-10-01,2024-02-15 09:46:00,0,11,4,1,1,2023-12-02,137
U00481,2023-03-01,2023-07-14 20:07:00,0,16,5,1,1,2023-04-18,135
U00482,2023-02-01,2023-06-25 12:52:00,0,22,5,1,1,2023-04-07,144
U00483,2023-07-01,2023-10-30 05:26:00,0,9,4,1,1,2023-09-11,121
U00484,2023-10-01,2024-01-23 11:40:00,0,14,4,1,0,,114
U00485,2023-10-01,2024-02-10 03:02:00,0,14,4,1,0,,132
U00486,2023-10-01,2024-02-03 18:20:00,0,16,5,1,0,,125
U00487,2023-05-01,2023-08-29 09:14:00,0,5,3,1,0,,120
U00488,2023-05-01,2023-09-03 07:35:00,0,22,4,1,0,,125
U00489,2023-06-01,2023-10-27 22:59:00,0,18,4,1,0,,148
U00490,2023-03-01,2023-07-12 15:13:00,0,22,5,1,1,2023-04-10,133
U00491,2023-07-01,2023-11-19 18:37:00,0,13,5,1,0,,141
U00492,2023-01-01,2023-05-14 23:21:00,0,20,4,1,0,,133
U00493,2023-09-01,2024-01-27 10:02:00,0,21,5,1,1,2023-12-19,148
U00494,2023-08-01,2023-11-26 07:20:00,0,15,4,1,1,2023-09-18,117
U00495,2023-03-01,2023-07-01 18:19:00,0,17,5,1,0,,122
U00496,2023-06-01,2023-10-02 13:05:00,0,18,5,1,1,2023-10-07,123
U00497,2023-02-01,2023-06-04 15:55:00,0,14,5,1,0,,123
U00498,2023-03-01,2023-07-06 08:00:00,0,14,5,1,0,,127
U00499,2023-02-01,2023-06-10 05:01:00,0,11,5,1,0,,129
U00500,2023-08-01,2023-11-29 08:08:00,0,7,3,1,1,2023-10-22,120
U00501,2023-08-01,2023-12-09 16:45:00,0,13,5,1,0,,130
U00502,2023-04-01,2023-08-18 02:06:00,0,14,3,1,0,,139
U00503,2023-06-01,2023-10-22 12:22:00,0,19,5,1,0,,143
U00504,2023-05-01,2023-09-23 18:48:00,0,12,4,1,0,,145
U00505,2023-09-01,2024-01-25 20:45:00,0,13,4,1,0,,146
U00506,2023-04-01,2023-08-16 01:43:00,0,18,4,1,0,,137
U00507,2023-01-01,2023-05-15 20:35:00,0,13,3,1,0,,134
U00508,2023-06-01,2023-09-09 16:39:00,0,16,4,1,0,,100
U00509,2023-05-01,2023-09-07 08:09:00,0,14,5,1,0,,129
U00510,2023-03-01,2023-06-19 10:38:00,0,12,4,1,0,,110
U00511,2023-08-01,2023-11-24 14:06:00,0,17,4,1,0,,115
U00512,2023-07-01,2023-11-06 05:46:00,0,19,5,1,1,2023-09-19,128
U00513,2023-04-01,2023-08-25 20:10:00,0,18,4,1,1,2023-08-22,146
U00514,2023-07-01,2023-10-27 21:38:00,0,18,4,1,0,,118
U00515,2023-01-01,2023-05-21 22:32:00,0,18,5,1,0,,140
U00516,2023-08-01,2023-12-21 10:32:00,0,12,4,1,0,,142
U00517,2023-10-01,2024-02-10 07:46:00,0,14,4,1,1,2023-11-18,132
U00518,2023-07-01,2023-11-01 03:30:00,0,8,4,1,1,2023-10-07,123
U00519,2023-02-01,2023-06-21 12:16:00,0,15,4,1,1,2023-04-06,140
U00520,2023-06-01,2023-10-13 23:57:00,0,17,5,1,0,,134
U00521,2023-08-01,2023-12-11 23:12:00,0,15,5,1,0,,132
U00522,2023-08-01,2023-12-06 12:57:00,0,13,5,1,1,2023-10-12,127
U00523,2023-08-01,2023-11-07 15:50:00,0,13,4,1,0,,98
U00524,2023-09-01,2024-01-15 13:23:00,0,10,4,1,1,2023-12-12,136
U00525,2023-06-01,2023-10-05 22:54:00,0,13,5,1,0,,126
U00526,2023-06-01,2023-09-21 01:58:00,0,13,4,1,0,,112
U00527,2023-09-01,2024-01-10 09:08:00,0,15,5,1,0,,131
U00528,2023-09-01,2024-01-15 19:40:00,0,8,4,1,1,2023-12-21,136
U00529,2023-06-01,2023-10-19 12:33:00,0,18,4,1,0,,140
U00530,2023-02-01,2023-06-20 07:02:00,0,16,4,1,1,2023-03-18,139
U00531,2023-04-01,2023-07-29 14:57:00,0,10,4,1,0,,119
U00532,2023-03-01,2023-06-16 03:40:00,0,12,4,1,0,,107
U00533,2023-09-01,2023-12-18 15:08:00,0,11,4,1,0,,108
U00534,2023-10-01,2024-02-03 20:02:00,0,12,4,1,1,2024-01-21,125
U00535,2023-10-01,2024-02-03 00:37:00,0,15,5,1,0,,125
U00536,2023-06-01,2023-09-24 22:26:00,0,14,4,1,0,,115
U00537,2023-02-01,2023-06-02 17:06:00,0,15,4,1,0,,121
U00538,2023-06-01,2023-09-27 17:32:00,0,19,4,1,1,2023-08-13,118
U00539,2023-01-01,2023-04-30 18:14:00,0,16,3,1,1,2023-05-01,119
U00540,2023-02-01,2023-05-16 19:07:00,0,8,3,1,0,,104
U00541,2023-08-01,2023-11-26 19:12:00,0,15,4,1,1,2023-10-22,117
U00542,2023-07-01,2023-10-31 06:15:00,0,14,4,1,0,,122
U00543,2023-02-01,2023-06-16 22:32:00,0,21,5,1,0,,135
U00544,2023-09-01,2024-01-06 23:28:00,0,17,5,1,0,,127
U00545,2023-10-01,2024-02-18 12:26:00,0,12,5,1,0,,140
U00546,2023-01-01,2023-05-04 20:25:00,0,12,4,1,0,,123
U00547,2023-04-01,2023-08-04 07:29:00,0,11,4,1,0,,125
U00548,2023-09-01,2023-12-13 10:13:00,0,15,4,1,0,,103
U00549,2023-02-01,2023-05-24 12:34:00,0,12,4,1,1,2023-04-24,112
U00550,2023-06-01,2023-10-20 00:00:00,0,9,4,1,0,,141
U00551,2023-03-01,2023-07-28 20:48:00,0,19,4,1,1,2023-06-19,149
U00552,2023-08-01,2023-12-09 04:13:00,0,15,5,1,1,2023-10-09,130
U00553,2023-09-01,2024-01-19 10:55:00,0,11,4,1,0,,140
U00554,2023-07-01,2023-10-25 21:56:00,0,15,3,1,0,,116
U00555,2023-07-01,2023-11-04 21:23:00,0,15,5,1,1,2023-10-29,126
U00556,2023-01-01,2023-05-27 02:48:00,0,15,4,1,0,,146
U00557,2023-06-01,2023-10-16 04:11:00,0,18,5,1,0,,137
U00558,2023-07-01,2023-11-09 07:02:00,0,20,5,1,0,,131
U00559,2023-03-01,2023-07-07 14:32:00,0,11,4,1,1,2023-05-28,128
U00560,2023-10-01,2024-02-22 05:35:00,0,10,4,1,0,,144
U00561,2023-06-01,2023-09-22 19:35:00,0,10,3,1,0,,113
U00562,2023-02-01,2023-06-04 17:03:00,0,13,5,1,0,,123
U00563,2023-07-01,2023-11-09 00:57:00,0,12,4,1,0,,131
U00564,2023-09-01,2024-01-24 21:05:00,0,23,5,1,0,,145
U00565,2023-08-01,2023-11-27 14:56:00,0,19,4,1,0,,118
U00566,2023-01-01,2023-04-26 22:17:00,0,13,4,1,0,,115
U00567,2023-04-01,2023-07-30 21:43:00,0,13,4,1,0,,120
U00568,2023-09-01,2024-01-04 14:38:00,0,10,5,1,1,2023-12-15,125
U00569,2023-03-01,2023-05-30 21:02:00,0,7,3,1,0,,90
U00570,2023-06-01,2023-08-31 03:32:00,0,11,3,1,0,,91
U00571,2023-10-01,2024-01-30 15:19:00,0,17,4,1,1,2023-12-22,121
U00572,2023-06-01,2023-09-28 10:03:00,0,12,3,1,0,,119
U00573,2023-07-01,2023-11-08 16:19:00,0,18,5,1,0,,130
U00574,2023-04-01,2023-07-26 12:37:00,0,13,4,1,1,2023-06-19,116
U00575,2023-08-01,2023-12-05 03:38:00,0,13,5,1,0,,126
U00576,2023-07-01,2023-10-24 15:09:00,0,15,4,1,1,2023-09-30,115
U00577,2023-05-01,2023-08-22 13:39:00,0,16,3,1,0,,113
U00578,2023-10-01,2024-01-29 22:58:00,0,14,4,1,1,2023-12-19,120
U00579,2023-08-01,2023-12-14 05:22:00,0,15,4,1,0,,135
U00580,2023-10-01,2024-02-07 05:59:00,0,12,5,1,0,,129
U00581,2023-05-01,2023-08-28 09:47:00,0,15,4,1,0,,119
U00582,2023-09-01,2024-01-20 00:16:00,0,12,3,1,0,,141
U00583,2023-04-01,2023-08-01 09:21:00,0,26,5,1,1,2023-07-10,122
U00584,2023-05-01,2023-09-01 09:31:00,0,18,5,1,1,2023-06-27,123
U00585,2023-09-01,2024-01-01 07:42:00,0,14,5,1,0,,122
U00586,2023-02-01,2023-06-10 13:46:00,0,22,5,1,1,2023-05-01,129
U00587,2023-05-01,2023-09-20 06:49:00,0,17,5,1,1,2023-08-10,142
U00588,2023-05-01,2023-09-11 01:54:00,0,5,3,1,1,2023-07-10,133
U00589,2023-03-01,2023-07-12 07:15:00,0,19,5,1,0,,133
U00590,2023-04-01,2023-08-01 07:47:00,0,14,4,1,0,,122
U00591,2023-01-01,2023-05-06 22:23:00,0,10,5,1,0,,125
U00592,2023-07-01,2023-11-13 18:13:00,0,16,5,1,0,,135
U00593,2023-05-01,2023-08-26 15:02:00,0,14,4,1,0,,117
U00594,2023-07-01,2023-10-28 10:15:00,0,8,4,1,1,2023-11-03,119
U00595,2023-06-01,2023-09-17 20:40:00,0,13,4,1,1,2023-08-08,108
U00596,2023-06-01,2023-10-15 08:37:00,0,17,5,1,0,,136
U00597,2023-01-01,2023-05-07 18:45:00,0,14,4,1,0,,126
U00598,2023-03-01,2023-07-02 02:32:00,0,10,4,1,0,,123
U00599,2023-01-01,2023-05-02 15:21:00,0,14,5,1,1,2023-02-18,121
U00600,2023-05-01,2023-09-08 08:42:00,0,18,5,1,1,2023-06-13,130
U00601,2023-10-01,2024-02-05 07:46:00,0,10,4,1,1,2024-01-10,127
U00602,2023-08-01,2023-11-13 14:23:00,0,9,4,1,0,,104
U00603,2023-05-01,2023-08-30 06:32:00,0,20,4,1,0,,121
U00604,2023-01-01,2023-05-11 11:24:00,0,12,4,1,0,,130
U00605,2023-08-01,2023-12-12 01:13:00,0,17,5,1,1,2023-10-04,133
U00606,2023-09-01,2023-12-23 11:07:00,0,15,4,1,1,2023-10-30,113
U00607,2023-01-01,2023-05-02 03:10:00,0,20,5,1,0,,121
U00608,2023-05-01,2023-08-20 23:10:00,0,8,4,1,0,,111
U00609,2023-08-01,2023-12-05 15:08:00,0,21,5,1,0,,126
U00610,2023-06-01,2023-10-26 13:05:00,0,24,3,1,1,2023-07-29,147
U00611,2023-08-01,2023-11-23 17:33:00,0,14,4,1,0,,114
U00612,2023-02-01,2023-06-06 19:20:00,0,14,5,1,0,,125
U00613,2023-02-01,2023-05-29 16:45:00,0,9,4,1,0,,117
U00614,2023-09-01,2024-01-07 12:23:00,0,13,5,1,1,2023-10-05,128
U00615,2023-01-01,2023-05-02 12:18:00,0,9,4,1,1,2023-04-14,121
U00616,2023-01-01,2023-05-23 10:05:00,0,15,5,1,1,2023-03-26,142
U00617,2023-05-01,2023-08-25 06:45:00,0,10,4,1,0,,116
U00618,2023-02-01,2023-05-31 19:39:00,0,22,4,1,1,2023-04-05,119
U00619,2023-02-01,2023-06-16 10:33:00,0,13,4,1,0,,135
U00620,2023-06-01,2023-10-17 12:05:00,0,11,5,1,0,,138
U00621,2023-06-01,2023-10-27 11:54:00,0,11,3,1,0,,148
U00622,2023-03-01,2023-07-20 22:05:00,0,10,4,1,1,2023-07-22,141
U00623,2023-09-01,2023-12-04 16:17:00,0,13,4,1,0,,94
U00624,2023-02-01,2023-06-02 01:58:00,0,12,5,1,0,,121
U00625,2023-05-01,2023-09-18 19:52:00,0,14,4,1,0,,140
U00626,2023-04-01,2023-08-04 17:54:00,0,11,4,1,0,,125
U00627,2023-06-01,2023-10-06 00:19:00,0,12,5,1,0,,127
U00628,2023-10-01,2024-01-26 23:00:00,0,21,4,1,0,,117
U00629,2023-01-01,2023-05-13 20:43:00,0,17,5,1,0,,132
U00630,2023-07-01,2023-10-30 01:03:00,0,19,4,1,0,,121
U00631,2023-06-01,2023-10-04 20:53:00,0,22,5,1,0,,125
U00632,2023-07-01,2023-11-03 10:41:00,0,23,5,1,0,,125
U00633,2023-08-01,2023-11-22 08:32:00,0,16,4,1,0,,113
U00634,2023-04-01,2023-07-29 11:17:00,0,9,4,1,0,,119
U00635,2023-09-01,2023-12-30 02:25:00,0,14,4,1,0,,120
U00636,2023-05-01,2023-09-11 18:11:00,0,15,5,1,1,2023-08-03,133
U00637,2023-08-01,2023-11-27 21:06:00,0,20,4,1,0,,118
U00638,2023-04-01,2023-07-20 01:06:00,0,11,4,1,0,,110
U00639,2023-06-01,2023-10-10 16:30:00,0,21,5,1,0,,131
U00640,2023-06-01,2023-10-07 20:59:00,0,12,4,1,1,2023-08-28,128
U00641,2023-08-01,2023-12-11 15:52:00,0,22,5,1,1,2023-10-26,132
U00642,2023-08-01,2023-11-23 20:51:00,0,11,4,1,1,2023-09-24,114
U00643,2023-08-01,2023-12-06 12:26:00,0,10,4,1,1,2023-11-05,127
U00644,2023-01-01,2023-05-15 15:06:00,0,12,5,1,0,,134
U00645,2023-08-01,2023-12-07 06:39:00,0,17,5,1,1,2023-10-10,128
U00646,2023-01-01,2023-05-13 02:25:00,0,18,4,1,1,2023-02-26,132
U00647,2023-07-01,2023-11-14 07:10:00,0,12,5,1,0,,136
U00648,2023-03-01,2023-07-21 23:25:00,0,13,5,1,1,2023-05-04,142
U00649,2023-08-01,2023-12-10 17:06:00,0,14,5,1,0,,131
U00650,2023-02-01,2023-06-04 06:36:00,0,18,5,1,1,2023-04-07,123
U00651,2023-07-01,2023-11-01 10:28:00,0,20,5,1,1,2023-09-12,123
U00652,2023-10-01,2024-02-14 12:17:00,0,23,5,1,0,,136
U00653,2023-03-01,2023-07-17 11:15:00,0,19,5,1,0,,138
U00654,2023-07-01,2023-11-01 23:46:00,0,15,5,1,0,,123
U00655,2023-10-01,2024-02-07 07:36:00,0,15,5,1,1,2023-11-18,129
U00656,2023-07-01,2023-10-30 20:48:00,0,15,4,1,0,,121
U00657,2023-05-01,2023-09-07 11:05:00,0,15,5,1,0,,129
U00658,2023-01-01,2023-05-14 04:23:00,0,17,5,1,0,,133
U00659,2023-09-01,2024-01-20 15:37:00,0,19,5,1,0,,141
U00660,2023-03-01,2023-06-24 09:30:00,0,14,4,1,0,,115
U00661,2023-08-01,2023-12-09 04:35:00,0,21,4,1,0,,130
U00662,2023-05-01,2023-09-18 14:42:00,0,15,5,1,0,,140
U00663,2023-03-01,2023-07-02 22:41:00,0,10,5,1,0,,123
U00664,2023-08-01,2023-12-13 08:32:00,0,17,5,1,0,,134
U00665,2023-08-01,2023-12-13 20:46:00,0,14,5,1,0,,134
U00666,2023-06-01,2023-10-05 14:34:00,0,8,3,1,0,,126
U00667,2023-02-01,2023-06-02 09:27:00,0,14,4,1,0,,121
U00668,2023-05-01,2023-09-16 11:21:00,0,17,4,1,0,,138
U00669,2023-03-01,2023-07-11 22:00:00,0,16,3,1,1,2023-06-06,132
U00670,2023-04-01,2023-08-23 22:25:00,0,15,4,1,1,2023-05-29,144
U00671,2023-03-01,2023-07-01 04:06:00,0,17,5,1,0,,122
U00672,2023-01-01,2023-05-03 06:10:00,0,18,5,1,0,,122
U00673,2023-10-01,2024-02-12 19:46:00,0,11,4,1,0,,134
U00674,2023-10-01,2024-01-20 23:55:00,0,16,4,1,1,2024-01-31,111
U00675,2023-02-01,2023-06-08 22:35:00,0,14,5,1,1,2023-04-21,127
U00676,2023-07-01,2023-11-14 15:22:00,0,21,5,1,0,,136
U00677,2023-07-01,2023-11-25 04:37:00,0,20,4,1,0,,147
U00678,2023-02-01,2023-05-23 13:01:00,0,14,4,1,1,2023-03-14,111
U00679,2023-02-01,2023-05-02 05:31:00,0,12,4,1,0,,90
U00680,2023-09-01,2024-01-14 16:19:00,0,11,4,1,1,2023-11-07,135
U00681,2023-10-01,2024-01-31 16:30:00,0,15,4,1,1,2024-01-04,122
U00682,2023-03-01,2023-07-05 07:53:00,0,16,5,1,0,,126
U00683,2023-01-01,2023-05-23 15:05:00,0,18,4,1,0,,142
U00684,2023-03-01,2023-07-16 22:11:00,0,18,5,1,0,,137
U00685,2023-03-01,2023-07-21 15:32:00,0,15,4,1,1,2023-05-04,142
U00686,2023-04-01,2023-08-22 05:46:00,0,16,5,1,0,,143
U00687,2023-05-01,2023-09-21 13:19:00,0,16,5,1,0,,143
U00688,2023-04-01,2023-07-25 19:24:00,0,14,4,1,0,,115
U00689,2023-03-01,2023-07-04 13:29:00,0,18,5,1,1,2023-06-05,125
U00690,2023-10-01,2024-01-24 02:09:00,0,20,4,1,0,,115
U00691,2023-03-01,2023-07-26 05:40:00,0,16,5,1,1,2023-05-14,147
U00692,2023-03-01,2023-06-24 19:15:00,0,11,3,1,1,2023-04-30,115
U00693,2023-06-01,2023-10-18 21:35:00,0,10,5,1,1,2023-07-29,139
U00694,2023-01-01,2023-05-10 09:16:00,0,14,5,1,0,,129
U00695,2023-10-01,2024-02-19 13:22:00,0,12,4,1,0,,141
U00696,2023-04-01,2023-08-14 00:40:00,0,20,5,1,1,2023-05-10,135
U00697,2023-01-01,2023-05-14 18:34:00,0,21,5,1,0,,133
U00698,2023-10-01,2024-01-30 02:22:00,0,13,4,1,0,,121
U00699,2023-06-01,2023-09-30 23:12:00,0,17,4,1,1,2023-08-23,121
U00700,2023-07-01,2023-11-13 07:05:00,0,14,4,1,1,2023-11-22,135
U00701,2023-02-01,2023-06-05 09:33:00,0,12,5,1,0,,124
U00702,2023-08-01,2023-12-06 21:34:00,0,19,5,1,0,,127
U00703,2023-08-01,2023-12-16 17:32:00,0,19,5,1,0,,137
U00704,2023-03-01,2023-07-06 04:39:00,0,20,5,1,0,,127
U00705,2023-06-01,2023-10-11 04:50:00,0,17,5,1,0,,132
U00706,2023-03-01,2023-07-06 03:36:00,0,11,4,1,0,,127
U00707,2023-10-01,2024-02-09 23:30:00,0,22,5,1,1,2024-01-31,131
U00708,2023-05-01,2023-09-01 23:01:00,0,15,5,1,1,2023-07-08,123
U00709,2023-05-01,2023-09-04 00:50:00,0,16,5,1,1,2023-08-26,126
U00710,2023-03-01,2023-07-04 18:15:00,0,11,5,1,0,,125
U00711,2023-05-01,2023-09-24 06:01:00,0,9,5,1,0,,146
U00712,2023-08-01,2023-12-01 05:40:00,0,16,5,1,0,,122
U00713,2023-06-01,2023-10-13 13:35:00,0,18,5,1,0,,134
U00714,2023-06-01,2023-10-06 06:11:00,0,14,5,1,0,,127
U00715,2023-09-01,2023-12-22 08:19:00,0,20,4,1,1,2023-12-03,112
U00716,2023-09-01,2024-01-07 02:19:00,0,13,4,1,0,,128
U00717,2023-01-01,2023-04-30 23:25:00,0,8,3,1,0,,119
